Company Name,Website,Email,Search Time (seconds)
MITUTOYO ASIA PACIFIC PTE LTD,https://www.mitutoyo.com.sg/sg-en,"0699buanhongseng1@yahoo.comSumipol, 4095jet@jet.co.thwww.jet.co.thIndonesiaPT, 2673enquiry@lesoshoppe.comhttps, 0088mitutoyo@kawanlama.comwww.kawanlama.comVietnamTinh, 0356purchase@jsr.co.thwww.jsr.co.thBuan, 5988regionaltech@regionaltech.com.sgwww.regionaltech.com.sgMalaysiaRegion, 6080info@machinebanks.comwww.machinebanks.comAustraliaM, 6333yap_rpj@regionsg.com.sgwww.regionsg.com.sgCentral, 4764enquiry@regionsg.com.sgwww.regionsg.com.sgRegional, 4188sales@ctissb.comwww.ctissb.comLesoshoppe, 6338sales@huuhong.com.vnwww.huuhong.com.vnMeasurement, 2288kinhdoanh@meb.com.vnwww.meb.com.vnPhilippinesMESCO, 3030smp@sumipol.comwww.sumipol.comYamazen, 6666sales@mitutoyo.com.sghttps, 1572st.support@yamazen.co.thwww.yamazen.co.thJSR, 1947sales@mtiqualos.com.auwww.mtiqualos.com.auNew, 8168tinhha@tinhha.vnwww.tinhha.com.vnHuu, 0276mesco@mesco.com.phwww.mesco.com.phMachinebanks, 0498orders@hobeca.co.nzwww.hobeca.co.nzCambodiaMitutoyo",6.432561635971069
ASJ PTE LTD,https://www.asj.com.sg/,"Mika.chang@rutronik.com, ravikiran.nagaraj@sourceability.com, Eddie.chan@rutronik.com, James.wang@rutronik.com, info@millenniumsemi.com, Percy.lau@rutronik.com, Jason.deng@rutronik.com, Ivan.Zhao@rutronik.com, brandy@dynamicsource.com",18.060773134231567
TERRA SYSTEMS PTE LTD,https://www.facebook.com/Terra.Systems.Asia/,No email found,0.36071324348449707
SIMAX MATERIALS SOLUTIONS PTE LTD,https://www.simax.com.sg/,No email found,11.380974292755127
SYSTEMS ON SILICON MANUFACTURING CO PTE LTD,https://www.ssmc.com/,No email found,0.04102778434753418
FLEXMECH ENGINEERING PTE LTD,https://www.flexmech.com/,"singapore@flexmech.com, ramli@ralindo.co.id, kualalumpur@flexmech.com, shanghai@flexmech.com, servicelim72@gmail.com, kmatsuda@flexmech.com",15.016032218933105
KAWATA PACIFIC PTE LTD,https://kawatapacific.com.sg/,sales@kawatapacific.com.sg,1.901620626449585
SUPER PAK MANUFACTURING PTE LTD,https://www.superpak.com.sg/contact-us.html,No email found,1.1022160053253174
CFM HOLDINGS LIMITED,https://cfmholdings.com/,"sales-sg@cfmholdings.com, hr@cfmholdings.com, sales-pg@cfmholdings.com, irc@cfmholdings.com, sales-jb@cfmholdings.com, sales-sk@cfmholdings.com, sales-cfmi@cfmholdings.com, laicheung.wong-sk@cfmholdings.com",21.890124082565308
PTC SYSTEM (S) PTE LTD,https://ptcsys.com/,"sales@ptcsys.com, supportmalaysia@ptcsys.com, 5@4.fv, U@sq.sw",9.56488037109375
HONEYWELL PTE LTD,https://www.honeywell.com/us/en,"finland.info@honeywell.com, reception.rolle@honeywell.com, kunde@honeywell.com, AsiaHGR.Communications@Honeywell.com, fire.safety@honeywell.com, kunde.service@honeywell.com, OfficeBG@honeywell.com, info.schweiz@honeywell.com, honeywell.indonesia@honeywell.com, hls-austria@honeywell.com",24.303271770477295
Y-NET TECHNOLOGY PTE LTD,https://www.y-net.com.sg/,No email found,11.91639757156372
PANASONIC FACTORY SOLUTIONS ASIA PACIFIC PTE LTD,https://news.panasonic.com/global/topics/5052,presscontact@ml.jp.panasonic.com,5.268356800079346
